danceability,key,loudness,acousticness,instrumentalness,liveness,valence,tempo,popular
0.64,3,-7.338,0.416,0.0,0.0787,0.466,92.478,1.0
0.672,6,-5.624,0.43,0.0,0.284,0.271,92.069,1.0
0.458,0,-3.265,0.00316,0.000202,0.0756,0.513,123.229,1.0
0.613,1,-5.641,0.102,0.0,0.109,0.31,131.78,1.0
0.578,2,-5.837,0.00577,0.0,0.104,0.426,88.114,1.0
0.51,7,-7.918,0.801,0.0,0.0811,0.321,97.018,1.0
0.68,5,-9.983,0.877,0.0,0.141,0.79,79.317,0.0
0.437,6,-9.69,0.134,0.142,0.104,0.278,74.916,1.0
0.456,9,-11.726,0.569,0.0605,0.164,0.481,109.796,0.0
0.464,1,-7.998,0.712,0.0,0.14,0.224,170.161,1.0
0.669,4,-16.62,0.277,3.02e-05,0.097,0.217,124.304,0.0
0.617,0,-10.085,0.971,0.00857,0.0706,0.855,148.021,0.0
0.716,10,-12.747,0.0694,6.71e-06,0.906,0.707,99.077,1.0
0.65,0,-5.476,0.0112,8.81e-06,0.0778,0.798,100.988,0.0
0.566,5,-6.682,0.0734,0.000119,0.0431,0.821,80.475,1.0
0.801,6,-12.758,0.612,0.0147,0.125,0.373,142.811,0.0
0.256,7,-20.47,0.989,0.384,0.294,0.255,192.653,0.0
0.728,9,-3.686,0.0403,4.09e-06,0.0241,0.591,125.055,1.0
0.582,10,-12.061,0.984,0.0,0.219,0.447,138.695,0.0
0.384,9,-5.081,0.553,0.000317,0.489,0.526,168.513,1.0
0.531,11,-4.228,0.0972,0.0,0.102,0.304,139.788,1.0
0.315,6,-11.006,0.972,0.576,0.301,0.565,88.775,0.0
0.697,0,-3.067,0.0858,9.89e-06,0.0254,0.805,155.99,1.0
0.586,11,-14.173,0.532,0.00591,0.0927,0.184,144.512,0.0
0.779,8,-3.629,0.262,0.0,0.0865,0.591,90.025,1.0
0.573,7,-9.937,0.92,0.0,0.499,0.865,180.204,0.0
0.814,0,-8.582,0.0505,4.47e-06,0.434,0.643,85.015,0.0
0.669,6,-4.989,0.0284,0.00447,0.109,0.564,124.467,1.0
0.741,6,-18.439,0.117,0.0,0.504,0.714,67.256,0.0
0.563,8,-27.435,0.737,0.877,0.697,0.171,81.577,0.0
0.624,9,-13.682,0.195,0.0,0.125,0.628,99.04,1.0
0.678,2,-11.793,0.23,0.000127,0.128,0.869,90.154,0.0
0.123,8,-19.902,0.943,0.271,0.0941,0.0658,58.203,0.0
0.508,10,-5.495,0.92,0.847,0.0803,0.836,209.347,0.0
0.618,8,-15.324,0.387,0.0,0.336,0.493,89.033,0.0
0.654,1,-7.204,0.591,0.0,0.0988,0.495,94.999,1.0
0.728,4,-7.926,0.0126,0.828,0.0923,0.166,122.994,0.0
0.371,1,-9.716,0.996,0.962,0.372,0.75,76.119,0.0
0.716,7,-6.957,0.811,1.83e-05,0.239,0.581,145.394,0.0
0.847,4,-5.183,0.0237,0.0253,0.0629,0.922,163.825,1.0
0.62,10,-10.583,0.509,0.0056,0.149,0.542,77.325,0.0
0.517,0,-18.255,0.77,0.0,0.192,0.685,78.501,0.0
0.838,1,-6.33,0.0789,0.0,0.842,0.314,89.963,1.0
0.715,4,-17.926,0.735,0.649,0.11,0.65,104.756,1.0
0.877,4,-9.069,0.00406,0.388,0.0549,0.296,120.997,1.0
0.531,2,-7.271,0.0711,0.2,0.116,0.302,129.098,1.0
0.572,0,-4.181,0.0949,0.0,0.259,0.598,135.76,1.0
0.608,8,-11.541,0.135,0.0,0.064,0.796,105.388,1.0
0.0648,0,-35.876,0.98,0.136,0.157,0.0347,62.463,0.0
0.23,7,-12.31,0.924,0.917,0.323,0.148,77.058,0.0
0.465,7,-6.58,0.619,6.03e-06,0.109,0.415,89.459,1.0
0.847,10,-6.439,0.00574,1.04e-05,0.151,0.202,130.029,1.0
0.516,2,-9.629,0.221,0.0,0.185,0.632,179.979,1.0
0.702,5,-3.443,0.0827,0.0,0.0831,0.549,155.093,1.0
0.528,11,-10.539,0.438,0.0,0.157,0.277,74.503,0.0
0.67,10,-7.885,0.366,4.44e-06,0.258,0.885,88.255,0.0
0.325,10,-30.196,0.992,0.807,0.169,0.133,72.902,0.0
0.708,8,-4.471,0.131,0.0,0.0787,0.691,89.882,1.0
0.671,0,-12.628,0.975,9.96e-05,0.724,0.15,88.741,0.0
0.35,9,-13.2,0.643,0.842,0.138,0.228,107.845,0.0
0.47,2,-9.972,0.142,0.000408,0.0999,0.657,91.527,0.0
0.565,10,-5.732,0.0247,0.0,0.26,0.233,112.827,1.0
0.556,4,-5.739,0.789,2.34e-06,0.131,0.388,79.894,1.0
0.761,5,-11.903,2.68e-05,0.822,0.128,0.607,127.011,0.0
0.713,0,-7.006,0.418,0.0,0.116,0.634,82.019,1.0
0.707,7,-4.225,0.1,0.0,0.191,0.795,130.021,1.0
0.766,7,-6.699,0.00109,0.000161,0.337,0.938,144.073,1.0
0.692,1,-9.473,0.808,1.64e-05,0.11,0.631,83.529,1.0
0.428,4,-6.284,0.864,1.03e-06,0.157,0.543,128.195,0.0
0.534,11,-5.732,0.089,0.0,0.192,0.488,130.639,1.0
0.581,0,-10.569,0.695,0.249,0.102,0.206,90.047,0.0
0.687,8,-6.586,0.0829,0.0,0.0878,0.501,114.578,1.0
0.751,1,-17.058,0.415,0.0,0.575,0.665,103.343,0.0
0.335,10,-6.495,9.2e-05,0.949,0.091,0.247,139.91,0.0
0.636,2,-11.175,0.212,0.0,0.0861,0.721,100.187,0.0
0.51,10,-8.756,0.0216,0.002,0.108,0.193,153.582,1.0
0.367,8,-12.259,0.562,3.23e-06,0.229,0.538,170.722,1.0
0.524,11,-11.197,0.432,0.0,0.119,0.389,82.883,1.0
0.67,5,-18.713,0.535,0.0,0.37,0.502,94.606,0.0
0.573,7,-8.11,0.072,0.0,0.358,0.324,107.759,0.0
0.857,7,-3.955,0.474,0.0,0.105,0.936,94.036,1.0
0.586,3,-12.457,0.872,0.0,0.101,0.598,103.454,0.0
0.626,8,-15.986,0.711,0.0,0.861,0.679,75.151,0.0
0.336,6,-7.718,0.142,0.00616,0.826,0.207,94.948,1.0
0.757,1,-6.993,0.724,0.0,0.869,0.647,108.06,1.0
0.642,7,-9.043,0.931,2.02e-05,0.119,0.415,125.143,0.0
0.62,10,-18.829,0.95,0.119,0.223,0.649,122.267,0.0
0.426,11,-7.737,0.0198,0.00142,0.366,0.102,91.995,1.0
0.473,4,-11.628,0.229,0.000101,0.328,0.484,93.808,0.0
0.41,9,-10.233,0.296,0.912,0.216,0.56,118.475,0.0
0.538,7,-3.586,0.00704,0.0,0.312,0.696,133.044,1.0
0.395,9,-5.133,0.839,6.88e-06,0.382,0.484,126.774,0.0
0.721,1,-12.602,0.0768,4.08e-05,0.132,0.825,174.068,0.0
0.458,9,-21.041,0.976,0.925,0.0994,0.41,123.865,0.0
0.419,2,-19.244,0.865,0.792,0.116,0.367,115.61,0.0
0.506,9,-15.314,0.762,0.906,0.114,0.963,138.277,0.0
0.828,11,-4.626,0.406,0.0,0.0773,0.645,97.036,1.0
0.809,0,-0.557,0.357,0.0,0.255,0.863,125.036,1.0
0.683,10,-13.877,0.47,6.98e-05,0.157,0.528,102.0,1.0
0.569,9,-5.069,0.0113,0.0,0.191,0.772,140.037,1.0
0.289,2,-3.624,0.383,8.56e-06,0.413,0.687,166.147,0.0
0.495,4,-7.269,0.0512,0.193,0.261,0.269,81.658,0.0
0.708,6,-10.758,0.0434,0.0,0.0729,0.742,159.901,0.0
0.242,3,-5.64,8.12e-06,0.88,0.284,0.18,114.831,1.0
0.874,10,-8.208,0.277,0.0,0.245,0.729,125.0,0.0
0.684,7,-24.959,0.24,0.0,0.186,0.109,82.137,0.0
0.628,2,-10.862,0.839,7.21e-06,0.189,0.699,133.252,0.0
0.43,5,-5.656,0.00294,1.34e-06,0.0804,0.892,159.981,1.0
0.675,10,-6.32,0.478,0.294,0.0842,0.815,91.989,1.0
0.645,5,-5.505,0.361,0.0,0.179,0.878,169.845,1.0
0.816,9,-20.53,0.72,0.0,0.115,0.958,124.617,0.0
0.596,10,-5.805,0.595,0.0,0.0559,0.906,150.568,0.0
0.816,10,-6.157,0.11,0.0,0.0957,0.736,143.995,1.0
0.583,8,-7.833,0.555,0.0,0.136,0.841,66.418,1.0
0.608,1,-6.338,0.293,0.0,0.0985,0.587,95.144,1.0
0.663,5,-4.227,0.0646,0.0,0.164,0.621,110.031,1.0
0.574,9,-16.238,0.827,0.0,0.0635,0.885,136.484,0.0
0.124,4,-28.995,0.846,0.549,0.331,0.0361,95.939,0.0
0.507,0,-6.017,0.0516,0.0223,0.32,0.379,171.777,1.0
0.731,9,-5.455,0.306,0.0,0.133,0.851,94.977,1.0
0.532,2,-15.015,0.493,0.00029,0.0312,0.781,150.881,0.0
0.642,8,-5.804,0.279,0.868,0.117,0.493,130.069,1.0
0.63,4,-6.434,0.267,0.0,0.0984,0.743,145.002,1.0
0.637,0,-17.357,0.884,0.00182,0.0752,0.441,114.535,0.0
0.771,9,-8.193,0.59,0.0,0.0957,0.968,117.519,1.0
0.402,10,-10.158,0.028,1.36e-05,0.0929,0.668,145.164,1.0
0.395,9,-7.372,0.0407,8.25e-05,0.0868,0.246,80.286,1.0
0.796,9,-6.965,0.147,0.0,0.507,0.316,134.09,1.0
0.803,0,-5.379,0.135,0.0,0.0888,0.94,133.013,1.0
0.78,2,-11.89,0.958,0.0,0.153,0.899,95.052,0.0
0.665,6,-2.868,0.18,0.0,0.125,0.5,101.976,1.0
0.543,4,-5.337,0.0274,0.027,0.09,0.639,193.66,1.0
0.438,7,-6.549,0.3,4.49e-06,0.0754,0.266,133.822,1.0
0.521,5,-6.178,0.318,0.0,0.0962,0.445,183.847,1.0
0.269,10,-9.488,0.441,0.0,0.159,0.158,82.69,0.0
0.515,6,-10.464,0.681,0.00312,0.108,0.371,137.948,0.0
0.627,7,-9.023,0.211,3.02e-06,0.126,0.942,92.744,0.0
0.393,11,-5.884,0.000146,0.000342,0.504,0.364,88.417,1.0
0.766,0,-5.243,0.113,2.07e-05,0.102,0.81,141.998,1.0
0.571,2,-11.524,0.613,0.0,0.105,0.908,99.097,0.0
0.358,0,-7.554,0.383,0.0,0.0974,0.111,145.749,1.0
0.462,2,-1.888,0.0534,0.749,0.11,0.471,165.156,1.0
0.437,9,-10.855,0.576,0.0,0.21,0.388,74.239,0.0
0.436,9,-4.446,0.00319,0.000473,0.114,0.71,138.743,1.0
0.534,7,-4.447,0.0219,0.00573,0.322,0.425,130.09,1.0
0.391,5,-11.885,0.582,0.0,0.0908,0.201,173.432,0.0
0.199,1,-15.669,0.933,0.898,0.427,0.149,68.702,0.0
0.722,0,-7.023,0.454,9.8e-05,0.148,0.462,117.496,1.0
0.594,11,-11.15,0.86,0.0,0.344,0.716,94.158,0.0
0.473,9,-2.022,0.0566,3.57e-06,0.14,0.728,202.937,1.0
0.699,0,-13.824,0.587,0.000906,0.244,0.418,123.006,0.0
0.798,9,-5.818,0.816,0.0,0.427,0.624,87.982,1.0
0.67,6,-9.243,0.645,0.0,0.2,0.421,102.851,1.0
0.58,4,-6.733,0.602,2.58e-06,0.113,0.641,91.282,1.0
0.703,6,-4.859,0.0349,0.0,0.0631,0.766,135.835,0.0
0.498,8,-5.746,0.0076,7.93e-06,0.365,0.414,137.931,1.0
0.895,2,-15.83,0.569,0.0,0.0937,0.462,113.811,0.0
0.922,5,-11.793,0.0564,0.577,0.165,0.135,119.986,0.0
0.654,9,-6.767,0.674,0.000377,0.259,0.846,96.127,0.0
0.532,0,-19.947,0.933,0.938,0.105,0.212,105.552,0.0
0.477,1,-12.474,0.32,0.156,0.115,0.121,121.981,0.0
0.457,3,-6.056,0.408,0.0,0.345,0.224,137.956,1.0
0.614,0,-17.032,0.237,0.726,0.452,0.96,180.512,1.0
0.486,5,-7.766,0.119,0.0001,0.131,0.338,144.583,0.0
0.716,9,-6.847,0.182,5.4e-06,0.308,0.809,135.07,0.0
0.801,2,-6.684,0.0671,0.0,0.0985,0.782,185.071,1.0
0.697,2,-3.243,0.225,0.0,0.588,0.671,117.992,1.0
0.716,10,-4.289,0.134,0.0,0.148,0.646,130.034,1.0
0.366,0,-7.107,0.58,0.0,0.0845,0.353,177.291,1.0
0.792,2,-12.813,0.715,0.0,0.122,0.678,120.028,1.0
0.669,7,-8.103,0.00631,0.0109,0.174,0.724,127.066,0.0
0.444,7,-6.217,0.000622,4.72e-05,0.105,0.375,94.968,1.0
0.504,7,-7.803,0.163,0.0,0.269,0.112,170.001,1.0
0.629,4,-11.135,0.66,0.000617,0.173,0.472,83.886,1.0
0.701,1,-9.506,0.634,0.0,0.0958,0.789,112.249,1.0
0.812,7,-20.675,0.749,0.0,0.0431,0.538,88.285,0.0
0.555,7,-14.187,0.842,0.0,0.218,0.736,120.509,1.0
0.54,7,-10.756,0.115,7.24e-05,0.151,0.564,80.823,0.0
0.458,11,-9.626,0.256,0.00291,0.247,0.0878,110.215,0.0
0.704,1,-6.256,0.701,0.0,0.119,0.286,121.932,0.0
0.755,9,-7.09,0.361,5.84e-06,0.126,0.469,135.179,1.0
0.624,3,-9.805,0.398,0.0887,0.101,0.222,100.041,0.0
0.592,11,-7.802,0.167,0.00119,0.355,0.482,164.951,1.0
0.394,10,-7.072,0.0266,0.0,0.19,0.145,139.847,1.0
0.69,6,-9.119,0.567,0.000779,0.853,0.673,109.449,1.0
0.557,10,-5.494,0.435,0.0,0.263,0.57,103.623,0.0
0.638,10,-8.445,0.452,0.000415,0.0695,0.318,89.124,1.0
0.514,11,-6.077,0.0378,1.43e-06,0.122,0.138,100.631,1.0
0.417,5,-21.657,0.698,0.0,0.136,0.194,178.313,0.0
0.467,1,-11.95,0.000223,0.00161,0.0917,0.122,123.023,0.0
0.611,9,-7.7,0.326,0.862,0.217,0.856,140.12,1.0
0.408,8,-8.564,0.757,0.0,0.0935,0.371,156.524,0.0
0.335,0,-13.696,0.865,0.0,0.0884,0.223,145.667,0.0
0.602,4,-6.526,0.271,3.2e-05,0.0829,0.225,123.05,1.0
0.75,11,-8.326,0.0898,0.0,0.109,0.711,105.008,1.0
0.574,7,-16.213,0.98,0.289,0.123,0.967,131.556,0.0
0.737,1,-19.174,0.85,0.0,0.168,0.838,92.862,0.0
0.486,1,-7.376,0.689,0.0,0.132,0.485,149.828,1.0
0.248,4,-7.278,0.559,0.0,0.708,0.102,139.787,0.0
0.851,5,-13.178,0.213,0.604,0.119,0.95,127.766,0.0
0.635,0,-10.382,0.772,0.0,0.0631,0.653,95.144,0.0
0.21,9,-10.937,0.921,0.0,0.109,0.484,203.033,0.0
0.562,4,-11.463,0.495,0.0,0.544,0.503,97.987,1.0
0.591,7,-10.673,0.21,0.000143,0.0785,0.733,90.241,0.0
0.956,11,-4.753,0.206,0.0,0.0615,0.912,107.075,1.0
0.726,6,-7.784,0.783,4.73e-05,0.0983,0.538,156.007,1.0
0.613,8,-4.754,0.000398,9.69e-06,0.159,0.77,140.001,1.0
0.526,7,-6.717,0.762,0.0,0.295,0.523,120.277,0.0
0.841,7,-4.851,0.313,0.0,0.0441,0.93,127.029,1.0
0.812,9,-5.725,0.000728,0.00327,0.0633,0.917,114.985,0.0
0.483,9,-3.9,0.0407,0.0,0.282,0.278,139.858,1.0
0.608,0,-15.196,0.986,0.000291,0.169,0.973,208.62,0.0
0.387,2,-8.052,0.00854,0.000437,0.491,0.251,134.558,1.0
0.685,2,-6.202,0.729,3.3e-06,0.111,0.385,106.024,1.0
0.459,0,-20.171,0.777,0.00032,0.0965,0.0853,139.448,0.0
0.338,7,-19.363,0.99,4.38e-06,0.129,0.195,96.566,0.0
0.61,11,-7.799,0.652,5.66e-05,0.124,0.497,75.919,0.0
0.482,7,-5.423,0.0225,1.32e-06,0.124,0.251,92.24,1.0
0.723,5,-6.363,0.743,0.0,0.342,0.802,110.219,1.0
0.485,10,-12.999,0.386,0.0,0.411,0.213,77.514,0.0
0.673,4,-3.971,0.661,2.44e-06,0.151,0.96,136.1,1.0
0.209,9,-2.996,0.217,0.0,0.0768,0.294,78.139,1.0
0.842,11,-6.361,0.152,0.0,0.0669,0.919,118.048,1.0
0.709,5,-12.882,0.38,0.0,0.834,0.659,88.898,0.0
0.438,10,-16.751,0.985,0.865,0.132,0.359,87.195,0.0
0.73,7,-4.223,0.18,0.000348,0.121,0.464,160.07,1.0
0.523,9,-7.49,0.172,0.0,0.119,0.238,104.137,1.0
0.554,7,-13.43,0.843,0.00268,0.101,0.563,113.384,1.0
0.48,5,-16.97,0.897,0.783,0.767,0.509,127.909,0.0
0.202,0,-14.666,0.913,1.79e-06,0.135,0.269,78.226,0.0
0.394,7,-13.822,0.639,2.22e-06,0.898,0.335,92.355,0.0
0.792,9,-7.955,0.0508,0.0,0.134,0.642,101.862,1.0
0.659,11,-9.644,0.675,3.92e-05,0.3,0.398,127.962,1.0
0.789,1,-5.569,0.355,0.0,0.17,0.337,150.05,1.0
0.488,2,-21.524,0.843,0.406,0.133,0.175,104.311,1.0
0.415,2,-10.289,0.848,0.0,0.153,0.538,113.752,0.0
0.723,7,-7.875,0.243,0.00373,0.299,0.958,128.079,1.0
0.47,10,-11.17,0.536,8.34e-06,0.0745,0.268,106.86,0.0
0.76,1,-15.079,0.375,0.0,0.278,0.443,107.979,0.0
0.892,7,-11.416,0.438,0.000108,0.0373,0.965,123.004,0.0
0.464,9,-7.304,0.0262,0.00202,0.143,0.369,119.764,1.0
0.422,1,-3.56,0.00054,0.0,0.281,0.577,171.99,1.0
0.375,9,-7.097,0.00127,0.00592,0.084,0.077,127.919,0.0
0.655,9,-6.482,0.268,0.0,0.068,0.43,79.983,1.0
0.866,1,-11.24,0.126,7.07e-05,0.131,0.669,99.978,1.0
0.887,10,-6.414,0.0893,0.0,0.248,0.79,80.002,1.0
0.35,5,-16.618,0.953,6.13e-06,0.285,0.11,86.907,0.0
0.612,0,-4.43,0.000992,0.00563,0.462,0.38,131.068,1.0
0.473,4,-13.833,0.69,0.0,0.358,0.458,92.584,0.0
0.48,9,-7.858,0.327,1.3e-06,0.0793,0.522,81.08,0.0
0.536,1,-16.263,0.973,0.00149,0.0976,0.616,87.401,0.0
0.794,0,-12.003,0.836,0.0,0.098,0.965,134.441,0.0
0.597,1,-6.727,0.227,0.0,0.0847,0.349,87.028,1.0
0.592,1,-10.276,0.0291,1.97e-05,0.0456,0.902,135.754,1.0
0.729,8,-7.005,0.0614,0.000104,0.15,0.844,87.965,0.0
0.73,5,-6.765,0.368,0.0,0.0296,0.781,135.182,1.0
0.705,10,-11.775,0.679,0.0,0.106,0.684,133.355,0.0
0.779,6,-5.891,0.00471,0.0,0.0971,0.196,140.005,1.0
0.628,6,-7.99,0.0707,0.0,0.182,0.369,96.129,1.0
0.369,3,-7.996,0.827,0.0541,0.106,0.177,154.899,1.0
0.646,0,-4.735,0.0875,6.52e-06,0.447,0.545,120.708,1.0
0.784,6,-9.99,0.219,1.91e-06,0.0613,0.587,89.989,1.0
0.873,7,-5.184,0.191,0.0,0.0849,0.533,92.907,1.0
0.183,4,-4.342,0.0384,0.399,0.0834,0.0504,170.029,1.0
0.487,8,-6.175,0.0486,0.213,0.104,0.0914,129.983,1.0
0.612,3,-9.836,0.358,1.03e-06,0.085,0.718,82.457,0.0
0.712,7,-5.432,0.0685,7.87e-05,0.0672,0.658,98.003,1.0
0.665,7,-6.586,0.832,0.000106,0.426,0.938,99.449,0.0
0.328,0,-10.163,0.959,0.946,0.19,0.345,129.444,0.0
0.728,2,-2.502,0.152,0.0,0.178,0.603,109.985,1.0
0.605,6,-5.321,0.818,0.0,0.0765,0.792,150.778,0.0
0.778,11,-11.669,0.151,2.84e-06,0.089,0.673,111.977,0.0
0.741,1,-5.949,0.118,0.0206,0.14,0.348,84.493,1.0
0.642,0,-3.448,0.143,0.0,0.776,0.653,96.996,1.0
0.504,9,-13.21,0.809,0.000102,0.169,0.703,95.141,0.0
0.488,9,-5.71,0.348,0.0,0.924,0.48,82.803,1.0
0.556,0,-5.204,0.556,0.0,0.139,0.311,119.974,0.0
0.778,8,-11.935,0.0706,0.000325,0.0749,0.821,122.031,0.0
0.564,9,-8.381,0.0449,0.0,0.0907,0.459,126.036,1.0
0.455,6,-11.402,0.615,1.02e-05,0.237,0.278,76.005,0.0
0.685,9,-9.919,0.668,0.0,0.0925,0.767,108.811,0.0
0.355,11,-8.283,0.219,0.0,0.0905,0.202,174.253,0.0
0.821,10,-9.194,0.434,0.0,0.128,0.241,120.012,1.0
0.52,11,-6.129,0.23,0.00176,0.106,0.278,96.035,1.0
0.706,0,-7.045,0.0225,0.0,0.0754,0.728,159.908,1.0
0.803,0,-12.491,0.503,0.000946,0.0559,0.979,121.538,0.0
0.622,2,-8.936,0.619,0.0,0.0712,0.231,85.024,1.0
0.607,2,-4.581,0.709,0.00986,0.0557,0.558,76.305,0.0
0.198,0,-12.16,0.606,0.693,0.0652,0.253,82.354,0.0
0.757,5,-9.945,0.984,0.00211,0.127,0.907,101.399,0.0
0.562,2,-8.795,0.611,0.000115,0.433,0.275,142.032,1.0
0.659,4,-8.185,0.805,0.00278,0.168,0.612,114.31,0.0
0.494,0,-6.004,0.0789,2.77e-05,0.215,0.175,140.032,1.0
0.667,11,-9.586,0.625,0.0,0.189,0.862,95.327,0.0
0.663,8,-8.192,0.71,5.07e-05,0.0842,0.276,132.575,0.0
0.292,7,-12.61,0.966,0.0173,0.119,0.176,99.549,0.0
0.559,10,-7.226,0.419,0.0,0.42,0.679,130.179,0.0
0.461,7,-10.665,0.161,1.18e-06,0.0811,0.418,173.86,1.0
0.502,9,-7.699,0.0673,5.18e-06,0.871,0.414,144.009,1.0
0.573,4,-11.456,0.834,1.46e-06,0.101,0.168,118.98,0.0
0.67,10,-9.395,0.736,0.0,0.118,0.311,135.811,0.0
0.603,5,-3.777,0.00045,0.0,0.26,0.395,126.025,1.0
0.648,0,-5.45,0.178,0.0,0.335,0.839,169.941,1.0
0.67,8,-4.515,0.0622,0.0,0.0602,0.615,103.843,1.0
0.612,9,-6.535,0.494,0.0,0.149,0.471,125.149,1.0
0.589,4,-9.582,0.363,0.087,0.146,0.643,98.04,0.0
0.756,7,-4.76,0.166,0.0,0.0766,0.363,151.981,1.0
0.816,11,-4.41,0.0811,0.0,0.0616,0.844,94.007,1.0
0.561,8,-3.341,0.0353,0.0,0.122,0.667,152.089,1.0
0.899,1,-10.061,0.995,0.374,0.206,0.693,112.431,0.0
0.562,2,-11.957,0.981,0.00173,0.142,0.549,95.065,0.0
0.575,2,-3.169,0.034,3.23e-06,0.047,0.206,128.041,1.0
0.373,11,-5.387,0.00146,0.000374,0.351,0.437,158.863,1.0
0.404,7,-27.469,0.867,1.07e-05,0.689,0.18,114.395,0.0
0.357,7,-11.406,0.883,0.0,0.15,0.335,135.613,0.0
0.333,11,-9.534,0.873,0.406,0.122,0.262,143.975,1.0
0.393,4,-4.271,0.936,0.929,0.186,0.72,137.318,0.0
0.708,9,-6.755,0.173,0.00276,0.399,0.73,130.021,1.0
0.803,1,-4.353,0.00863,0.0,0.0441,0.712,94.982,1.0
0.613,5,-12.016,0.485,0.0,0.111,0.422,115.49,0.0
0.668,9,-9.318,0.521,9.47e-06,0.0652,0.434,87.967,1.0
0.498,4,-7.252,0.256,0.000325,0.0589,0.743,99.702,1.0
0.713,7,-6.425,0.573,0.0,0.0815,0.477,126.019,0.0
0.698,2,-14.167,0.567,0.000583,0.182,0.487,133.636,0.0
0.804,11,-14.449,0.0127,6.26e-05,0.0419,0.568,101.621,0.0
0.402,1,-12.042,0.978,0.0,0.149,0.347,83.579,0.0
0.569,1,-4.997,0.741,6.7e-05,0.0629,0.901,103.569,0.0
0.806,8,-5.159,0.184,0.0,0.268,0.458,154.061,1.0
0.733,7,-8.83,0.22,0.288,0.153,0.555,121.987,1.0
0.69,5,-7.938,0.13,0.00022,0.0815,0.645,114.008,1.0
0.612,0,-4.808,0.181,0.0,0.0777,0.455,176.841,1.0
0.494,4,-12.054,0.0325,0.0,0.641,0.506,168.255,1.0
0.309,1,-6.041,0.103,1.78e-06,0.107,0.142,175.968,1.0
0.591,10,-6.587,0.816,0.0,0.179,0.589,76.517,0.0
0.611,8,-9.711,0.00012,0.0175,0.092,0.111,119.88,0.0
0.883,9,-3.595,0.017,0.000884,0.598,0.608,130.0,1.0
0.772,10,-6.58,0.541,0.0,0.0679,0.776,120.014,0.0
0.611,11,-5.594,0.327,0.0,0.0605,0.793,93.285,1.0
0.598,2,-15.294,0.796,0.0,0.402,0.694,79.607,0.0
0.452,10,-26.018,0.992,0.962,0.093,0.477,142.467,0.0
0.561,5,-7.429,0.0342,0.0601,0.137,0.395,100.008,0.0
0.73,4,-3.434,0.167,1.39e-06,0.349,0.467,113.013,1.0
0.55,3,-10.657,0.0392,0.0,0.0631,0.626,168.512,1.0
0.598,2,-24.196,0.882,0.605,0.0843,0.645,131.467,0.0
0.734,0,-6.638,0.459,0.0,0.302,0.906,132.234,1.0
0.69,6,-4.269,0.112,0.0,0.175,0.786,92.988,1.0
0.417,3,-5.853,0.0741,0.000243,0.764,0.522,82.771,1.0
0.455,1,-6.382,0.0232,5.65e-05,0.0662,0.332,90.365,1.0
0.715,1,-15.231,0.259,0.0,0.668,0.281,113.429,0.0
0.888,3,-4.381,0.256,0.00159,0.485,0.962,121.002,1.0
0.809,4,-8.618,0.167,0.000248,0.0838,0.859,112.318,1.0
0.446,5,-13.935,0.693,0.591,0.163,0.893,198.355,0.0
0.227,7,-9.234,0.941,0.00132,0.129,0.0547,77.879,0.0
0.394,3,-11.56,0.471,0.0,0.304,0.666,117.633,1.0
0.31,7,-5.348,0.287,0.0,0.345,0.349,86.693,1.0
0.45,11,-16.022,0.673,4.81e-05,0.0739,0.284,130.452,0.0
0.606,5,-7.669,0.815,4.68e-06,0.176,0.789,126.922,0.0
0.531,11,-4.236,0.0175,0.0,0.231,0.814,97.546,1.0
0.668,3,-5.208,0.049,0.0,0.0675,0.259,130.004,1.0
0.805,8,-6.679,0.0468,1.79e-06,0.0855,0.844,90.214,1.0
0.386,2,-5.955,0.105,0.00991,0.325,0.775,135.642,1.0
0.375,7,-18.046,0.931,0.91,0.0694,0.224,126.003,0.0
0.416,6,-12.11,0.341,0.000168,0.0581,0.905,78.299,0.0
0.744,10,-4.136,0.37,0.0,0.1,0.371,95.02,1.0
0.702,7,-5.378,0.407,0.0,0.0749,0.607,123.893,1.0
0.439,7,-12.369,0.99,0.573,0.117,0.66,68.989,0.0
0.447,7,-9.812,0.872,1.11e-06,0.889,0.152,84.259,0.0
0.914,8,-6.523,0.176,0.0,0.0706,0.669,94.893,0.0
0.575,1,-10.783,6.35e-05,0.688,0.0651,0.277,125.026,0.0
0.328,4,-10.898,0.532,7.94e-05,0.117,0.36,175.918,1.0
0.569,7,-12.03,0.624,6.33e-06,0.0864,0.152,113.989,0.0
0.599,4,-7.463,0.131,9e-05,0.314,0.277,128.003,0.0
0.592,11,-11.771,0.559,5.42e-06,0.109,0.232,127.074,1.0
0.588,5,-17.134,0.981,0.927,0.12,0.783,100.992,0.0
0.901,10,-6.766,0.0695,4.39e-05,0.0867,0.458,120.022,1.0
0.702,11,-9.765,0.115,0.0,0.116,0.596,98.695,0.0
0.551,0,-9.596,0.649,0.0,0.109,0.561,81.613,1.0
0.635,2,-5.936,0.0466,0.0,0.128,0.844,105.047,1.0
0.449,1,-14.177,0.995,0.959,0.132,0.34,63.869,0.0
0.547,9,-5.645,0.000383,0.000259,0.106,0.395,97.998,1.0
0.555,0,-13.777,0.856,0.0,0.221,0.699,94.996,0.0
0.571,3,-9.962,0.548,0.0,0.42,0.47,86.88,0.0
0.857,2,-6.042,0.414,0.0,0.103,0.97,120.046,1.0
